text,label,label_name,text_length,text_word_count
awful feeling im going something really idiotic like decide make simple quick make mini tote tricky project deciding use two piece need stitched together,0,sadness,216,41
im mean huge however im find extra weight make feel uncomfortable well clothes,4,fear,139,29
hurt feel abused,0,sadness,31,8
actually started hour ago got distracted flow odd roommate feel rude typing away,3,anger,147,30
want feel left faithful reader love,2,love,66,16
feel pencil skirt elegant look best paired simply minimal colour complement chic structured design,1,joy,145,24
know le welcomed feel need ferocious brave show wizarding community continue work rid england mudbloods half breed whatnot,3,anger,204,39
feel like deserve punished awful thing,0,sadness,66,15
got feeling trying create nostalgic atmosphere didnt work,2,love,95,19
find anything feel complacent,1,joy,51,10
hate feeling discontent im feeling right im tired hiding,0,sadness,85,17
feel like redeem even though think realized distraught ok,4,fear,110,23
feel though canadian coming complacent working country well weve fared recession,1,joy,129,23
shy away song talk feel toward god maybe even talk faithful response toward god,1,joy,121,24
struggled feeling like liked band david hockney photography collecting thing body really understood thing body understand,2,love,220,37
scared would walk saloon feeling regretful cutting hair always miss old hair get new haircut,0,sadness,152,31
feel peaceful even though dont think visible yet ive trying give le importance thing usually bother like problem organisation school instance focus trying happy content small thing,1,joy,266,49
im feeling emotionally vulnerable right want throw peace go back party hard,4,fear,113,23
feel like bitchy undertone whole convo like kinda sarcastic,3,anger,76,14
felt like petty spoiled person planet feeling rotten luxury problem,0,sadness,107,21
teared already felt stressed havent telling anyone showing much feel stressed school,0,sadness,141,29
romantic meal glass wine tired lethargic last thing feel like vigorous humping action,1,joy,152,32
feel guilty nothing special thanksgiving,0,sadness,61,11
ever get feel needy feel stay away,0,sadness,65,15
really hope im blogger treat badly still feel super lousy wouldnt wish crap worst enemy,1,joy,145,30
still feel hot said aj frowned,2,love,46,12
wont bore psychological sign workplace burnout except say youre feeling depressed anxious helpless hopeless congratulation,0,sadness,159,25
feel like going break second become mad deranged la helena bonham carter sweeney todd,3,anger,117,25
feel confident already href http johnnykaje,1,joy,52,9
really proud husband talked talked girl really feeling disgusted,3,anger,148,28
bought pretty dress pair pretty sandal looking forward feeling pretty,1,joy,93,18
tackling exercise backyard shed late morning breakfast burden system began feeling lethargic scotched intended shopping expedition second consecutive day,0,sadness,241,44
almost want post sometimes feel intimidated amazingness mom blogger seem perfectly organized home entertained child,4,fear,184,31
feel really petty complaining panic attack,3,anger,60,10
feel like noticeably inhibited lot thing,0,sadness,67,14
felt sick watching feeling helpless,4,fear,44,8
believe looking good feeling food productive professional making money,1,joy,95,15
feel like crap safe,1,joy,32,8
would ideally like able come term one point acim happily integrated abraham process feel resolved,1,joy,161,32
feel like im cool girl theyre tolerating im paying,1,joy,95,19
admit feeling little victimized,0,sadness,47,10
im taking year first time good feel relaxed,1,joy,77,18
love add little milk feeling especially naughty splash caramel vanilla syrup shhh,2,love,119,24
mean know quite cause feel fucked head,3,anger,67,17
could feel breath smell sweet scent,2,love,62,14
really hope guy understand thing really feel either rejected right place,0,sadness,133,27
im feeling increasingly comfortable return laddie marking skill,1,joy,77,11
im standing near max crib watching whole thing feeling terrified,4,fear,92,16
feel like missed numerous vantage point,0,sadness,44,8
feeling never friendly,1,joy,54,11
feel like would confused waited long time reading second book,4,fear,97,20
feeling bad every passing minute,0,sadness,51,10
really enjoyed using product cleanse polish made skin feel lovely soft,2,love,97,18
assure midst feel quite unwelcome known beloved,0,sadness,118,25
pick air feel curious,5,surprise,44,10
ive seen mean kid adult child doesnt fit norm way going label could made feel anything amazing,5,surprise,185,41
feel angry upset customer,3,anger,44,9
feel like flagellating like weird albino priest angel demon every time see face,4,fear,107,20
cant help feel amused hmm,1,joy,31,7
im feeling generous enter day like long new answer spell magical ability rhyme potion etc,1,joy,129,27
dont know dont know feel everything going ok,1,joy,81,20
pleasantly surprised read susceptible falling dessen romance spell part novel feel like missed opportunity,0,sadness,169,30
feel blank freak,0,sadness,38,9
feel glamorous,1,joy,27,6
feeling plant may temperature shocked,5,surprise,64,12
feel muslim generalizing retaliation possibly hurting innocent people,1,joy,99,15
began shoot every person made feel perfect,1,joy,49,10
dont win lot thing still feel ridiculously lucky,1,joy,62,13
want feel pain chest something terrible happens want cry happy tear something good happens,0,sadness,121,23
also got chance watch cousin dance royal opera house must say feeling proud got teary eye beginning shhhhhhh secret,1,joy,167,36
feeling stressed,3,anger,18,3
think often feel way planting deeply terrified go deep ground hard get,4,fear,157,32
think one site truly made hella smile feel reassured morally good kind individual world,1,joy,148,29
outweigh feeling discontent finally get bed night,0,sadness,82,17
feel juggling fine detail go professional writing career,1,joy,87,16
feel useless pay anything sit computer nothing day waiting sending resume,0,sadness,126,26
feel resentful ungrateful negative fearful feel navigate day dead weight float around thing engaged,3,anger,153,28
often feel like punished strength almost worse one even noticing value,0,sadness,116,24
still remember like teenager giddy feeling amazement hot looking boy like although use term hot back actually like back,2,love,194,39
feel like dont keep loving deal card say mercy,2,love,97,24
like feeling unsure uncertain,4,fear,42,8
went home alone restaurant dark,4,fear,51,11
feeling pretty overwhelmed stressed whole affair minute straightforward logical totally right answer algebra combined overhearing trigonometry another tutor tutee working library calmed right,5,surprise,276,45
hate feeling hopeless need depression anxiety go away,0,sadness,83,16
feel pathetic even reading thought like wow loser shuffle across mind,0,sadness,96,19
would like take opportunity say amazing family made feel welcomed child half lovely child sat table would happy,1,joy,211,44
feel sock bunch foot make cranky liable bite someone head saying hello,3,anger,122,26
feel jealous sometimes especially come friend,3,anger,63,11
want feel tragic,0,sadness,37,10
move sit real close close enough smell cherry candy sucking close enough feel nervous,4,fear,118,24
feel shouldve enjoyed trip always eager see aussy cant feel feeling mom among u longer,1,joy,134,29
start see problem one afternoon feel depressed wait one hour friend come back talk,0,sadness,136,31
know everyone political view ask unless feel important discussion offend,1,joy,136,29
definitely feel hated,3,anger,23,4
feel way ever cool thing mom actually think im adorable,1,joy,102,20
always find way feel impressed,5,surprise,46,10
close eye hold close body feel delicious grasp,1,joy,74,16
shared feeling shocked,5,surprise,75,16
feel depth sorrow suffering love felt height joy goodness,0,sadness,101,20
feeling rather triumphant decided disagree david notion real peak decided give side trail chance,1,joy,154,29
say little prayer every time come close bread day diet work though feel productive body shape changed feel le sluggish,1,joy,166,33
feeling guilty played part breakup subconsciously trying figure wen wrong could fix could prevent purpose behind,0,sadness,218,45
feel pathetic world,0,sadness,35,7
hear bird know well feel safe,1,joy,56,14
fly paulo coelho feel useful,1,joy,43,10
totally laughed loud first statement second statement made feel kind sad,0,sadness,104,20
cant counselor way feel damaged,0,sadness,80,19
struggled thyroid waking day feeling well seeking answer fix whatever wrong could get feel good,1,joy,168,33
feel somewhat alarmed,4,fear,23,4
feel awful know im lying kid sometimes hell stoop pending,0,sadness,121,26
soak feel beloved next,2,love,48,12
